Palatable,/ˈpalədəb(ə)l/,(of food or drink) pleasant to taste.,"""A very palatable local red wine.""","Tasty, appetizing, pleasant-tasting.",,,,,,,[sound:AUDIO-Palatable.mp3],
Palate,/ˈpalət/,"The roof of the mouth, separating the cavities of the nose and the mouth in vertebrates.",,Roof of the mouth.,"A person's appreciation of taste and flavor, especially when sophisticated and discriminating.","""A fine range of drink for sophisticated palates.""","Sense of taste, taste, taste buds.",,,,[sound:AUDIO-Palate.mp3],
Palatial,/pəˈlāSHəl/,Resembling a palace in being spacious and splendid.,"""Her palatial apartment in chicago.""","Opulent, sumptuous, affluent, expensive, rich, costly, deluxe, lush, grand, palatial, splendid, magnificent, lavish, lavishly appointed, well appointed, extravagant, ornate, fancy, stylish, elegant.",,,,,,,[sound:AUDIO-Palatial.mp3],
Palaver,/pəˈlavər/,Talk unproductively and at length.,"""It's too hot for palavering.""","Chatter, gossip, prattle, prate, babble, blather, blether, blither, maunder, gabble, jabber, tittle-tattle.","An improvised conference between two groups, typically those without a shared language or culture.",,"Negotiation, talk, talks, meeting, conference, summit, discussion, dialogue, conclave, consultation, deliberation, colloquy.",,,,[sound:AUDIO-Palaver.mp3],
Paleontology,/ˌpālēənˈtäləjē/,The branch of science concerned with fossil animals and plants.,,,,,,,,,[sound:AUDIO-Paleontology.mp3],
Palette,/ˈpalət/,A thin board or slab on which an artist lays and mixes colors.,,,,,,,,,[sound:AUDIO-Palette.mp3],
Palimpsest,/ˈpaləm(p)ˌsest/,A manuscript or piece of writing material on which the original writing has been effaced to make room for later writing but of which traces remain.,"""Slyomovics invokes the idea of a palimpsest, a canvas on which layers of painted realities reveal underlying layers through the dominating, top image.""",,Something reused or altered but still bearing visible traces of its earlier form.,"""Sutton Place is a palimpsest of the taste of successive owners.""",,,,,[sound:AUDIO-Palimpsest.mp3],https://dictionary.cambridge.org/example/english/palimpsest
Palinode,/ˈpaləˌnōd/,A poem in which the poet retracts a view or sentiment expressed in a former poem.,,,,,,,,,[sound:AUDIO-Palinode.mp3],
Palisade,/ˌpaləˈsād/,Enclose or provide (a building or place) with a palisade.,"""He palisaded the ends of the streets, and made the town a roughly fortified camp.""",,"A fence of wooden stakes or iron railings fixed in the ground, forming an enclosure or defence.","""At this time fortifications consisted mainly of earth banks and wooden palisades.""",,,,,[sound:AUDIO-Palisade.mp3],
Pall,/pôl/,"A cloth spread over a coffin, hearse, or tomb.","<img src=""funeral-palls.jpg.aspx"">","Funeral cloth, coffin covering.","A dark cloud or covering of smoke, dust, or similar matter.","""A pall of black smoke hung over the quarry.""","Cloud, covering, cloak, mantle, veil, shroud, layer, blanket, sheet, curtain, canopy.",An ecclesiastical pallium.,"""The bishop's pall typ­ifies the wandering sheep, and the prelate, when arrayed in this vestment, bears the image of the saviour christ.""",,[sound:AUDIO-Pall.mp3],"<a href=""https://images.app.goo.gl/52tVituB5BkC2CSRA"">https://images.app.goo.gl/52tVituB5BkC2CSRA</a>"
Palliate,/ˈpalēˌāt/,Make (a disease or its symptoms) less severe or unpleasant without removing the cause.,"""Treatment works by palliating symptoms.""","Alleviate, ease, relieve, soothe, take the edge off, assuage, allay, dull, soften, lessen, moderate, temper, mitigate, diminish, decrease, blunt, deaden, abate.",,,,,,,[sound:AUDIO-Palliate.mp3],
Palliative,/ˈpalēˌādiv/,"A palliative remedy, medicine, etc.","""Antibiotics and other palliatives.""","Painkiller, analgesic, pain reliever, sedative, tranquillizer, anodyne, calmative, opiate, bromide.",(of a medicine or medical care) relieving pain without dealing with the cause of the condition.,"""Orthodox medicines tend to be palliative rather than curative.""",,,,,[sound:AUDIO-Palliative.mp3],
Pallid,/ˈpaləd/,"(of a person's face) pale, typically because of poor health.","""His face, with its wrinkled, pallid complexion.""","Pale, white, pasty, pasty-faced, wan, colourless, anaemic, bloodless, washed out, peaky, peakish, peaked, whey-faced, ashen, ashen-faced, ashy, chalky, chalk white, grey, whitish, white-faced, waxen, waxy, blanched, drained, pinched.",Lacking vigour or intensity; insipid.,"""A pallid ray of winter sun.""","Insipid, uninspired, colourless.",,,,[sound:AUDIO-Pallid.mp3],
Pallor,/ˈpalər/,An unhealthy pale appearance.,"""The deathlike pallor of his face.""","Paleness, pallidness, lack of colour, whiteness, colourlessness, wanness, ashen hue, pastiness, peakiness, greyness, sickliness, sallowness.",,,,,,,[sound:AUDIO-Pallor.mp3],
Palpable,/ˈpalpəb(ə)l/,(of a feeling or atmosphere) so intense as to seem almost tangible.,"""A palpable sense of loss.""","Perceptible, perceivable, visible, noticeable, appreciable, discernible, detectable, observable, tangible, recognizable, notable, unmistakable, transparent, indisputable, self-evident, incontrovertible, incontestable, undeniable.",Able to be touched or felt.,"""The palpable bump at the bridge of the nose.""","Tangible, touchable, noticeable, detectable, solid, concrete, material, substantial, real.",,,,[sound:AUDIO-Palpable.mp3],
Palpitate,/ˈpalpəˌtāt/,"(of the heart) beat rapidly, strongly, or irregularly.","""His heart was palpitating and his palms sweated.""","Beat rapidly, pound, throb, pulsate, pulse, thud, thump, hammer, flutter, pitter-patter, go pit-a-pat, quiver, pump, race, pant, thrill.",,,,,,,[sound:AUDIO-Palpitate.mp3],
Palsy,/ˈpôlzē/,Affect with paralysis and involuntary tremors.,"""She feels as if the muscles on her face are palsied.""","Disabled, having a disability, wheelchair-using.",,,,,,,[sound:AUDIO-Palsy.mp3],
Paltry,/ˈpôltrē/,(of an amount) small or meager.,"""She would earn a paltry $33 more each month.""","Small, meagre, trifling, insignificant, negligible, inadequate, insufficient, scant, scanty, derisory, pitiful, pitiable, pathetic, miserable, sorry, wretched, puny, trivial, niggardly, beggarly, mean, ungenerous, inappreciable, mere.",,,,,,,[sound:AUDIO-Paltry.mp3],
Paludal,/pəˈlo͞odl/,"(of a plant, animal, or soil) living or occurring in a marshy habitat.","""Paludal tufas develop predominantly in waterlogged valley bottom situations, where line-sourced waters emerge from valley side and bottom aquifers.""","Marshy, swampy, miry, fenny, mucky, muddy, waterlogged, wet, soggy, sodden, squelchy, oozy, slimy.",,,,,,,[sound:AUDIO-Paludal.mp3],
Pamphlet,/ˈpamflət/,Distribute pamphlets to.,"""A handful of heritage-minded citizens who pamphleted their neighbors.""",,,,,,,,[sound:AUDIO-Pamphlet.mp3],
Pamphleteer,/ˌpamfləˈtir/,Write and issue political or controversial pamphlets.,"""The right to pamphleteer and post bills anonymously is as important today as it was three centuries ago.""",,,,,,,,[sound:AUDIO-Pamphleteer.mp3],
Pan,/pan/,Criticize severely.,"""The movie was panned by the critics.""","Criticize, censure, attack, lambaste, condemn, find fault with, give a bad press to, flay, savage, shoot down, bring under fire.",Wash gravel in a pan to separate out (gold).,"""The old-timers panned gold.""","Sift for, search for, look for.",A hard stratum of compacted soil.,"""Heavy spikes can be useful in breaking a surface pan in grassland.""",,[sound:AUDIO-Pan.mp3],
Pan-American,/ˌpanəˈmerəkən/,"Relating to, representing, or involving all the countries of North and South America.","""From here to Corinto is five hours on the Pan-American Highway.""",,,,,,,,[sound:AUDIO-Pan-American.mp3],https://www.collinsdictionary.com/dictionary/english/pan-american
Panacea,/ˌpanəˈsēə/,A solution or remedy for all difficulties or diseases.,"""The panacea for all corporate ills.""","Universal cure, cure-all, cure for all ills, universal remedy, sovereign remedy, heal-all, nostrum, elixir, wonder drug, perfect solution, magic formula, magic bullet.",,,,,,,[sound:AUDIO-Panacea.mp3],
Panache,/pəˈnaSH/,Flamboyant confidence of style or manner.,"""He entertained palm springs society with great panache.""","Flamboyant confidence, flamboyance, confidence, self-assurance, style, stylishness, flair, elan, dash, flourish, verve, zest, spirit, brio, éclat, vivacity, vigour, gusto, animation, liveliness, vitality, enthusiasm, energy.","A tuft or plume of feathers, especially as a headdress or on a helmet.","""This picture shows us how to wear a plumed helmet with a warrior's panache.""","Comb, plume, tuft, topknot, mane.",,,,[sound:AUDIO-Panache.mp3],
Pandemic,/panˈdemik/,An outbreak of a pandemic disease.,"""The results may have been skewed by an influenza pandemic.""","Disease, sickness.",,,,,,,[sound:AUDIO-Pandemic.mp3],
Pandemonium,/ˌpandəˈmōnēəm/,Wild and noisy disorder or confusion; uproar.,"""Pandemonium broke out.""","Turmoil, disorder, confusion, chaos, commotion, disturbance, tumult, turbulence, mayhem, pandemonium, havoc, bedlam, all hell broken loose.",,,,,,,[sound:AUDIO-Pandemonium.mp3],
Pander,/ˈpandər/,Dated: A pimp.,,"Procurer, procuress.",Gratify or indulge (an immoral or distasteful desire or taste or a person with such a desire or taste).,"""Newspapers are pandering to people's baser instincts.""",,,,,[sound:AUDIO-Pander.mp3],
Panegyric,/ˌpanəˈjirik/,A public speech or published text in praise of someone or something.,"""Vera's panegyric on friendship.""","Eulogy, speech of praise, paean, accolade, tribute, testimonial.",,,,,,,[sound:AUDIO-Panegyric.mp3],
Pang,/paŋ/,A sudden sharp pain or painful emotion.,"""Lindsey experienced a sharp pang of guilt.""","Pain, sharp pain, shooting pain, twinge, stab, spasm, ache, cramp.",,,,,,,[sound:AUDIO-Pang.mp3],
Panoply,/ˈpanəplē/,A complete or impressive collection of things.,"""A deliciously inventive panoply of insults.""","Array, range, collection.",,,,,,,[sound:AUDIO-Panoply.mp3],
Panorama,/ˌpanəˈramə/,An unbroken view of the whole region surrounding an observer.,"""The tower offers a wonderful panorama of Prague.""","View, vista, wide view, aerial view, bird's-eye view, scenic view, prospect, perspective, outlook, aspect, scene, scenery, landscape, seascape.",,,,,,,[sound:AUDIO-Panorama.mp3],
Pantheism,/ˈpanTHēˌizəm/,"A doctrine which identifies god with the universe, or regards the universe as a manifestation of god.","""Some uncertainty may be felt whether pantheism should rank as a theism.""",,Worship that admits or tolerates all gods.,,,,,,[sound:AUDIO-Pantheism.mp3],https://sentence.yourdictionary.com/pantheism
Pantheon,/ˈpanTHēˌän/,"A group of particularly respected, famous, or important people.","""The pantheon of the all-time greats.""",,All the gods of a people or religion collectively.,"""The deities of the hindu pantheon.""",,,,,[sound:AUDIO-Pantheon.mp3],
Pantomime,/ˈpan(t)əˌmīm/,Express or represent (something) by extravagant and exaggerated mime.,"""The clown candidates pantomimed different emotions.""","Act out, pantomime, use gestures to indicate, gesture, simulate, represent, indicate by dumb show, indicate by sign language.","A theatrical entertainment, mainly for children, that involves music, topical jokes, and slapstick comedy and is based on a fairy tale or nursery story, usually produced around christmas.","""My favourite pantomime is Aladdin.""",Light entertainment,,,,[sound:AUDIO-Pantomime.mp3],
Pantoscope,/ˈpantəskəʊp/,"A moving panorama, especially that of a large section of the gold country of california and the route west to it, painted from daguerreotypes of the area taken by john wesley jones (1824–1905), and displayed in the north-eastern united states from 1852 to 1854.","""Newspapers similarly attested to the realism that the silver images lent to the Pantoscope.""",,Historical - a very wide-angled photographic lens.,,,,,,[sound:AUDIO-Pantoscope.mp3],"Peter E. Palmquist, Thomas R. Kailbourn, 2000"
Papacy,/ˈpāpəsē/,The office or authority of the pope.,"""Relations between the english state and the papacy.""",,,,,,,,[sound:AUDIO-Papacy.mp3],
Papyrus,/pəˈpīrəs/,"A material prepared in ancient egypt from the pithy stem of a water plant, used in sheets throughout the ancient mediterranean world for writing or painting on and also for making rope, sandals, and boats.","""The text was preserved, probably on papyrus.""",,"The tall aquatic sedge from which papyrus is obtained, native to central africa and the nile valley.",,,,,,[sound:AUDIO-Papyrus.mp3],
Parable,/ˈperəb(ə)l/,"A simple story used to illustrate a moral or spiritual lesson, as told by Jesus in the gospels.","""The parable of the blind men and the elephant.""","Allegory, moral story, moral tale, fable, lesson, exemplum.",,,,,,,[sound:AUDIO-Parable.mp3],
Paradigm,/ˈperəˌdīm/,A typical example or pattern of something; a model.,"""There is a new paradigm for public art in this country.""","Specimen, sample, exemplar, exemplification, instance, case, representative case, typical case, case in point, illustration.",A set of linguistic items that form mutually exclusive choices in particular syntactic roles.,"""English determiners form a paradigm: we can say “a book” or “his book” but not “a his book.”.""",,"(in the traditional grammar of latin, greek, and other inflected languages) a table of all the inflected forms of a particular verb, noun, or adjective, serving as a model for other words of the same conjugation or declension.",,,[sound:AUDIO-Paradigm.mp3],
Paradigmatic,/ˌperədiɡˈmadik/,Serving as a typical example of something.,"""His biography is paradigmatic of the experiences of this generation.""",,Of or denoting the relationship between a set of linguistic items that form mutually exclusive choices in particular syntactic roles.,"""This occurrence of zero anaphors is much more widespread than that observed in either an english-style, paradigmatic, non-pro-drop language or an italian-style, paradigmatic, pro-drop language.""","Most typical, most characteristic, representative, standard, conventional, classic, model, exemplary, quintessential, prime, textbook, copybook.",,,,[sound:AUDIO-Paradigmatic.mp3],
Paradox,/ˈperəˌdäks/,A seemingly absurd or self-contradictory statement or proposition that when investigated or explained may prove to be well founded or true.,"""In a paradox, he has discovered that stepping back from his job has increased the rewards he gleans from it.""","Contradiction, contradiction in terms, self-contradiction, inconsistency, incongruity, anomaly, conflict.",,,,,,,[sound:AUDIO-Paradox.mp3],
Paradoxical,/ˌperəˈdäksək(ə)l/,Seemingly absurd or self-contradictory.,"""By glorifying the acts of violence they achieve the paradoxical effect of making them trivial.""","Contradictory, self-contradictory, inconsistent, incongruous, anomalous, conflicting.",,,,,,,[sound:AUDIO-Paradoxical.mp3],
Paragon,/ˈperəˌɡän/,A person or thing regarded as a perfect example of a particular quality.,"""It would have taken a paragon of virtue not to feel viciously jealous.""","Perfection, paragon, epitome, ne plus ultra, beau idéal, nonpareil, crème de la crème, the last word, the ultimate, a dream.",,,,,,,[sound:AUDIO-Paragon.mp3],
Parallel,/ˈperəˌlel/,"(of something extending in a line) be side by side with (something extending in a line), always keeping the same distance.","""A big concrete gutter that paralleled the road.""",,Two parallel lines (‖) as a reference mark.,,,,,,[sound:AUDIO-Parallel.mp3],
Paralyze,/ˈperəˌlīz/,Cause (a person or part of the body) to become partly or wholly incapable of movement.,"""Mrs. burrows had been paralyzed by a stroke.""","Incapacitated, immobilized, powerless.",,,,,,,[sound:AUDIO-Paralyze.mp3],
Parameter,/pəˈramɪtə/,A numerical or other measurable factor forming one of a set that defines a system or sets the conditions of its operation.,"""There are three parameters by which a speaker is able to modify the meaning of the utterance—pitch, volume, and tempo.""","Tinstructions, stipulations, requirements, conditions, provisions, restrictions, provisos, guidelines, parameters, order.",A limit or boundary which defines the scope of a particular process or activity.,"""The parameters within which the media work.""","Framework, variable, limit, boundary, limiting factor, limitation, restriction, specification, criterion, guideline.",,,,[sound:AUDIO-Parameter.mp3],
Paramount,/ˈperəˌmount/,More important than anything else; supreme.,"""The interests of the child are of paramount importance.""","Most important, of greatest importance, of prime importance, of supreme importance.",,,,,,,[sound:AUDIO-Paramount.mp3],
Paramour,/ˈperəˌmo͝or/,"A lover, especially the illicit partner of a married person.","""The dose was offered to him by his wife, who had been unfaithful to him and sought to set her paramour on his throne.""","Lover, beloved, significant other.",,,,,,,[sound:AUDIO-Paramour.mp3],"""Use paramour in a sentence | The best 21 paramour sentence examples"" https://sentence.yourdictionary.com/paramour"
Paraphernalia,/ˌperəfərˈnālyə/,"Miscellaneous articles, especially the equipment needed for a particular activity.","""Drills, saws, and other paraphernalia necessary for home improvements.""","Equipment, stuff, things, apparatus, tackle, kit, implements, tools, utensils, material, materials, appliances, rig, outfit, accoutrements, appurtenances, impedimenta, miscellaneous articles, odds and ends, bits and pieces, bits and bobs, trappings, accessories.",,,,,,,[sound:AUDIO-Paraphernalia.mp3],
Paraphrase,/ˈperəˌfrāz/,A rewording of something written or spoken by someone else.,"""Scattered here and there in the text are frank paraphrases of lines from Virgil, Cicero, and Quintilian.""","Rewording, rephrasing, rewriting, rewrite, restatement, restating, rehash, rendition, rendering, version, interpretation, gloss.",,,,,,,[sound:AUDIO-Paraphrase.mp3],
Parasite,/ˈperəˌsīt/,An organism that lives in or on an organism of another species (its host) and benefits by deriving nutrients at the other's expense.,"""The parasite attaches itself to the mouths of fishes.""",,A person who habitually relies on or exploits others and gives nothing in return.,,"Hanger-on, cadger, leech, passenger, drone.",,,,[sound:AUDIO-Parasite.mp3],
Parch,/pärCH/,Make or become dry through intense heat.,"""A piece of grassland parched by the sun.""","Dry, as dry as a bone, bone dry, dried up, dried out, arid, waterless, desiccated, dehydrated, sun-baked, baked, burned, scorched, seared, withered, shrivelled.",,,,,,,[sound:AUDIO-Parch.mp3],
Parchment,/ˈpärCHmənt/,"A stiff, flat, thin material made from the prepared skin of an animal and used as a durable writing surface in ancient and medieval times.","""He borrowed a quill and a piece of parchment.""",,,,,,,,[sound:AUDIO-Parchment.mp3],
Pare,/per/,Trim (something) by cutting away its outer edges.,"""Carlo pared his thumbnails with his knife.""","Cut, cut off, trim, trim off, peel, peel off, shave, shave off, strip, strip off, clip, clip off, skin.",,,,,,,[sound:AUDIO-Pare.mp3],
Parentage,/ˈperən(t)ij/,The identity and origins of one's parents.,"""A boy of jamaican parentage.""","Ancestry, lineage, descent, extraction, parentage, roots, background, heredity, pedigree.",,,,,,,[sound:AUDIO-Parentage.mp3],
Parenthetical,/ˌperənˈTHedək(ə)l/,Relating to or inserted as a parenthesis.,"""Ignore the parenthetical remarks that pockmark every page.""","Incidental, supplementary, by-the-way, by-the-by, in parentheses, parenthetic, in brackets.",,,,,,,[sound:AUDIO-Parenthetical.mp3],
Pariah,/pəˈrīə/,An outcast.,"""They were treated as social pariahs.""","Outcast, persona non grata, leper, reject, untouchable, undesirable.",A member of a low caste in southern india.,,,,,,[sound:AUDIO-Pariah.mp3],
Parisian,/pəˈrēZHən/,A native or inhabitant of Paris.,"""Some may say that the Parisian look is boring; I prefer to think of it as ‘less is more’. """,,,,,,,,[sound:AUDIO-Parisian.mp3],https://www.redonline.co.uk/fashion/what-to-wear/a531964/parisian-style-explained/
Parity,/ˈperədē/,"The state or condition of being equal, especially regarding status or pay.","""Parity of incomes between rural workers and those in industrial occupations.""","Equality, equivalence, uniformity, sameness, consistency, correspondence, congruity, congruence, levelness, unity, coequality, parallelism, evenness.",(of a number) the fact of being even or odd.,"""M is the lattice point if and only if x 1 and x 2 are of the same parity and so are y 1 and y 2.""",,,,,[sound:AUDIO-Parity.mp3],
Parlance,/ˈpärləns/,"A particular way of speaking or using words, especially a way common to those with a particular job or interest.","""Dated terms that were once in common parlance.""","Expression, idiomatic expression, turn of phrase, set phrase, fixed expression, phrase.",,,,,,,[sound:AUDIO-Parlance.mp3],
Parlay,/ˈpärˌlā/,A cumulative series of bets in which winnings accruing from each transaction are used as a stake for a further bet.,,,,,,,,,[sound:AUDIO-Parlay.mp3],
Parley,/ˈpärlē/,Hold a conference with the opposing side to discuss terms.,"""They disagreed over whether to parley with the enemy.""","Discuss terms, talk, hold talks, speak to each other, confer, consult with each other, negotiate, deliberate.",,,,,,,[sound:AUDIO-Parley.mp3],
Parliament,/ˈpärləmənt/,"(in the UK) the highest legislature, consisting of the Sovereign, the House of Lords, and the House of Commons.","""The Secretary of State will lay proposals before Parliament.""",,A group of rooks or owls. ,"""It is uncommon to see a parliament of owls in the wild.""",,,,,[sound:AUDIO-Parliament.mp3],
Parlor,/ˈpärlər/,Denoting a person who professes but does not actively give support to a specified (especially radical) political view.,"""Parlor libertarians.""",,A room in a public building for receiving guests.,"""The mayor's parlor.""",,A shop or business providing specified goods or services.,"""A funeral parlor.""","Salon, shop, establishment, store.",[sound:AUDIO-Parlor.mp3],
Parlous,/ˈpärləs/,Greatly or excessively.,"""She is parlous handsome.""",,,,,,,,[sound:AUDIO-Parlous.mp3],
Parochial,/pəˈrōkēəl/,Relating to a church parish.,"""The parochial church council.""",,,,,,,,[sound:AUDIO-Parochial.mp3],
Parody,/ˈperədē/,"Produce a humorously exaggerated imitation of (a writer, artist, or genre).","""His specialty was parodying schoolgirl fiction.""","Satirize, ridicule, make fun of, parody, lampoon, mock, caricature, imitate, ape.",,,,,,,[sound:AUDIO-Parody.mp3],
Paronymous,/pəˈränəməs/,Containing the same root or stem -as in the words wise and wisdom.,,,,,,,,,[sound:AUDIO-Paronymous.mp3],
Paroxysm,/ˈperəkˌsizəm/,A sudden attack or violent expression of a particular emotion or activity.,"""A paroxysm of weeping.""","Spasm, attack, fit, burst, bout, convulsion, seizure, outburst, outbreak, eruption, explosion, flare-up, access.",,,,,,,[sound:AUDIO-Paroxysm.mp3],
Parricide,/ˈperəˌsīd/,The killing of a parent or other near relative.,"""Everything seems to be pointing toward parricide.""","Murder, taking of life, assassination, homicide, manslaughter, liquidation, elimination, doing to death, putting to death, execution, dispatch, martyrdom.",,,,,,,[sound:AUDIO-Parricide.mp3],"""Parricide | Definition of Parricide by Merriam-Webster"" https://www.merriam-webster.com/dictionary/parricide"
Parry,/ˈperē/,An act of parrying something.,"""Her question met with a polite parry.""",,,,,,,,[sound:AUDIO-Parry.mp3],
Parse,/pärs/,An act of or the result obtained by parsing a string or a text.,"""A failed parse was retried.""",,Resolve (a sentence) into its component parts and describe their syntactic roles.,"""I asked a couple of students to parse these sentences for me.""",,,,,[sound:AUDIO-Parse.mp3],
Parsimonious,/ˌpärsəˈmōnēəs/,Unwilling to spend money or use resources; stingy or frugal.,"""Parsimonious New Hampshire voters, who have a phobia about taxes.""","Mean, miserly, niggardly, close-fisted, penny-pinching, cheese-paring, ungenerous, penurious, illiberal, close, grasping, scrooge-like, stinting, sparing, frugal.",,,,,,,[sound:AUDIO-Parsimonious.mp3],
Parsimony,/ˈpärsəˌmōnē/,Extreme unwillingness to spend money or use resources.,"""A great tradition of public design has been shattered by government parsimony.""","Meanness, miserliness, parsimoniousness, niggardliness, close-fistedness, closeness, penuriousness, penny-pinching, cheese-paring, illiberality, frugality.",,,,,,,[sound:AUDIO-Parsimony.mp3],
Partial,/ˈpärSHəl/,A component of a musical sound; an overtone or harmonic.,"""The upper partials of the string.""",,Favoring one side in a dispute above the other; biased.,"""The paper gave a distorted and very partial view of the situation.""","Biased, prejudiced, partisan, one-sided, slanted, skewed, coloured, interested, parti pris, discriminatory, preferential, jaundiced.",Having a liking for.,"""You know i'm partial to bacon and eggs.""","Like, love, enjoy, have a liking for, be fond of, be keen on, have a fondness for, have a weakness for, have a soft spot for, have a taste for, be taken with, care for, have a penchant for, have a predilection for, have a proclivity for, be enamoured of.",[sound:AUDIO-Partial.mp3],
Partiality,/ˌpärSHēˈalədē/,Unfair bias in favor of one thing or person compared with another; favoritism.,"""An attack on the partiality of judges.""","Bias, prejudice, favouritism, favour, partisanship, unfair preference, discrimination, unjustness, unfairness, inequity.",,,,,,,[sound:AUDIO-Partiality.mp3],
Partible,/ˈpärdəb(ə)l/,Involving or denoting a system of inheritance in which a deceased person's estate is divided equally among the heirs.,"""The entire family lost status as a consequence of partible inheritance.""",,,,,,,,[sound:AUDIO-Partible.mp3],
Participate,/pärˈtisəˌpāt/,Take part.,"""Thousands participated in a nationwide strike.""","Take part, engage, join, get involved, share, play a part, play a role, be a participant, partake.",Have or possess (a particular quality).,"""Both members participate of harmony.""","Benefit from, have the benefit of, reap the benefits of, have the advantage, have the use of, have available, avail oneself of, be blessed with, be favoured with, be endowed with, be born with, be possessed of.",,,,[sound:AUDIO-Participate.mp3],
Partisan,/ˈpärdəzən/,Prejudiced in favor of a particular cause.,"""Newspapers have become increasingly partisan.""","Biased, prejudiced, one-sided, coloured, discriminatory, preferential, partial, interested, parti pris, bigoted, sectarian, factional, unjust, unfair, inequitable, unbalanced.","A member of an armed group formed to fight secretly against an occupying force, in particular one operating in enemy-occupied yugoslavia, italy, and parts of eastern europe in world war ii.","""The partisans opened fire from the woods.""","Guerrilla, freedom fighter, resistance fighter, member of the resistance, underground fighter, irregular soldier, irregular.",,,,[sound:AUDIO-Partisan.mp3],
Partition,/pärˈtiSH(ə)n/,Divide into parts.,"""An agreement was reached to partition the country.""","Divide, divide up, subdivide, separate, split, split up, cut up, carve up, break up, sever, segregate.",,,,,,,[sound:AUDIO-Partition.mp3],
Parvenu,/ˈpärvəˌn(y)o͞o/,"A person of obscure origin who has gained wealth, influence, or celebrity.","""The political inexperience of a parvenu.""","Upstart, social climber, arriviste, vulgarian.",,,,,,,[sound:AUDIO-Parvenu.mp3],
Passible,/ˈpasəbəl/,Capable of feeling or suffering; susceptible to sensation or emotion.,"""Only the humanity of jesus is regarded as passible.""",,,,,,,,[sound:AUDIO-Passible.mp3],
Passive,/ˈpasiv/,A passive form of a verb.,,,"Denoting or relating to a voice of verbs in which the subject undergoes the action of the verb (e.g., they were killed as opposed to he killed them).",,,(of a circuit or device) containing no source of electromotive force.,"""A passive optical network is to be installed in 2000 homes.""",,[sound:AUDIO-Passive.mp3],
Pastiche,/paˈstēSH/,Imitate the style of (an artist or work).,"""Gauguin took himself to a pacific island and pastiched the primitive art he found there.""","Parody, take off, burlesque, pastiche, make fun of.",,,,,,,[sound:AUDIO-Pastiche.mp3],
Pastoral,/ˈpastərəl/,A work of literature portraying an idealized version of country life.,"""The story, though a pastoral, has an actual connection with the life of agricultural labor.""","Pastoral, eclogue, georgic, rural poem.",(in the christian church) concerning or appropriate to the giving of spiritual guidance.,"""Pastoral and doctrinal issues.""","Priestly, clerical, ecclesiastical, ministerial.",(of land) used for the keeping or grazing of sheep or cattle.,"""Scattered pastoral farms.""",,[sound:AUDIO-Pastoral.mp3],
Patent,/ˈpatnt/,Obtain a patent for (an invention).,"""An invention is not your own until it is patented.""",,"(of a vessel, duct, or aperture) open and unobstructed; failing to close.","""The patient is usually left with a patent vessel.""",,Made and marketed under a patent; proprietary.,"""Patent milk powder.""","Proprietary, patented, licensed, protected, branded, brand-name, own-brand, own-label, designer-label.",[sound:AUDIO-Patent.mp3],
Paternal,/pəˈtərnl/,Of or appropriate to a father.,"""He reasserted his paternal authority.""","On one's father's side, patrilineal, patrimonial.",,,,,,,[sound:AUDIO-Paternal.mp3],
Pathogenic,/ˌpaTHəˈjenik/,"(of a bacterium, virus, or other microorganism) causing disease.","""A highly pathogenic avian influenza virus.""",,,,,,,,[sound:AUDIO-Pathogenic.mp3],
Pathological,/ˌpaTHəˈläjək(ə)l/,Relating to pathology.,"""The interpretation of pathological studies.""",,,,,,,,[sound:AUDIO-Pathological.mp3],
Pathology,/pəˈTHäləjē/,"The science of the causes and effects of diseases, especially the branch of medicine that deals with the laboratory examination of samples of body tissue for diagnostic or forensic purposes.","""Research people skilled in experimental pathology.""",,,,,,,,[sound:AUDIO-Pathology.mp3],
Pathos,/ˈpāˌTHäs/,A quality that evokes pity or sadness.,"""The actor injects his customary humor and pathos into the role.""","Poignancy, tragedy, sadness, pitifulness, piteousness, pitiableness, plaintiveness, sorrowfulness.",,,,,,,[sound:AUDIO-Pathos.mp3],
Patois,/ˈpaˌtwä/,"The dialect of the common people of a region, differing in various respects from the standard language of the rest of the country.","""The nurse talked to me in a patois that even Italians would have had difficulty in understanding.""","Vernacular, dialect, local parlance, local idiom, local slang, local speech, local talk, local tongue, local usage, local variety, regional language, non-standard language, non-standard variety, jargon, argot, patter, cant, -speak.",,,,,,,[sound:AUDIO-Patois.mp3],
Patriarch,/ˈpātrēˌärk/,The male head of a family or tribe.,,,"Any of those biblical figures regarded as fathers of the human race, especially abraham, isaac, and jacob, and their forefathers, or the sons of jacob.",,"Senior figure, father, paterfamilias, leader, elder, grandfather.","A bishop of one of the most ancient christian sees (alexandria, antioch, constantinople, jerusalem, and formerly rome).",,,[sound:AUDIO-Patriarch.mp3],
Patrician,/pəˈtriSHən/,Belonging to or characteristic of the aristocracy.,"""A proud, patrician face.""","Aristocratic, noble, noble-born, of noble birth, titled, blue-blooded, high-born, well born, upper-class, elite, landowning, landed, born with a silver spoon in one's mouth.",,,,,,,[sound:AUDIO-Patrician.mp3],
Patrimony,/ˈpatrəˌmōnē/,Property inherited from one's father or male ancestor.,"""Owners refuse to part with their patrimony in the interests of agricultural development.""",,Valued things passed down from previous generations; heritage.,"""An organization that saves the world's cultural patrimony by restoring historic buildings.""",,,,,[sound:AUDIO-Patrimony.mp3],
